,Target,importance
3619,"GM12891_Lymphoblastoid_Blood | H3K36me3 | ID:42322
",0.08326277
4767,"GM12878_B_Lymphocyte_Blood | H3K27ac | ID:45210
",0.08326052
19573,"HeLa_Epithelium_Cervix | SMC3 | ID:88347
",0.083252385
16232,"Melanocytic_cell | H3K36ac | ID:76003
",0.08318879
3711,"GM19099_Lymphoblastoid_Blood | H3K36me3 | ID:42420
",0.08317857
10892,"HEK293_Epithelium_Embryonic_Kidney | ZNF175 | ID:62713
",0.08295282
17577,"HCT-116_HCT116 | POLR2A | ID:82396
",0.08283057
12382,"SK-N-SH_Neuroblastoma_cell_Brain | H3K4me3 | ID:65004
",0.082816206
3933,"HCT-116_Colon | H3K4me3 | ID:42913
",0.08273484
21024,"HepG2 | Pol2 | ENCODE
",0.08272536
18652,"5637_Stem_cell | H3K27me3 | ID:85445
",0.08266347
8825,"HeLa_Epithelium_Cervix | H3K27ac | ID:55460
",0.082633466
20898,"HeLa-S3 | BRCA1 | ENCODE
",0.082627684
18145,"BICR31_squamous_cell_carcinoma_Head_and_neck | EP300 | ID:84010
",0.082502365
4390,"Fibroblast | ERCC6 | ID:44357
",0.0823727
1210,"IMR90_Fibroblast_Lung | H3K4me3 | ID:34664
",0.0823179
278,"IMR90_Fibroblast_Lung | RBL2 | ID:1876
",0.082313724
20190,"CD4_Memory_Primary_Cells | H3K36me3 | Roadmap
",0.08230858
21346,"K562 | GTF2F1 | ENCODE
",0.08223891
15493,"Neuron | H3K4me1 | ID:73445
",0.082226515
10252,"T_Lymphocyte | ATAC-seq | ID:59710
",0.082086794
2655,"Epithelium_Small_Intestine | H3K27ac | ID:39797
",0.082071185
10561,"Stem_cell_Foreskin | H3K27ac | ID:62169
",0.08204658
18804,"TOV-21G | H3K4me3 | ID:85809
",0.08202537
3518,"HCT-116_Colon | H3K4me3 | ID:42162
",0.081949815
6551,"Epithelium_Liver | SPI1 | ID:48704
",0.081948325
19258,"MCF-7_Epithelium_Breast | TP53 | ID:87304
",0.08180559
4366,"LNCaP_Epithelium_Prostate | AR | ID:44327
",0.08174417
4500,"AG09319_Fibroblast_Gingiva | DNase | ID:44890
",0.081711605
11159,"A549_Epithelium_Lung | CEBPB | ID:63152
",0.08169535
9135,"Mesenchymal_Stem_Cell_Umbilical_Cord | H3K27ac | ID:56336
",0.0816559
2395,"LoVo_Colon | ETV5 | ID:38759
",0.08149802
16632,"Artery | ATAC-seq | ID:78320
",0.08146982
20948,"HeLa-S3 | TAF1 | ENCODE
",0.08140355
8896,"HCT-116_Colon | ELL2 | ID:55645
",0.08130138
10341,"Fibroblast | ATAC-seq | ID:61661
",0.081280045
4676,"SKMC_Myoblast_Skeletal_Muscle | DNase | ID:45064
",0.08119272
1642,"Haematopoietic_Progenitor_Cell_Blood | LYL1 | ID:36247
",0.08118025
17722,"Breast | H3K4me1 | ID:82715
",0.081134394
9762,"U2OS_Bone | NR3C1 | ID:58057
",0.08108031
17858,"WM164_Melanoma_Cell | H3K4me3 | ID:83131
",0.08107987
12133,"H1_Embryonic_Stem_Cell_Embryo | H3K79me2 | ID:6466
",0.081046455
9969,"LNCaP-abl_Epithelium_Prostate | POLR2A | ID:58633
",0.08085012
2299,"HeLa_Epithelium_Cervix | H2Bub | ID:38532
",0.08080873
11213,"iPSC | H3K4me1 | ID:63248
",0.080783114
4344,"HCC95_Epithelium_Lung | TP63 | ID:44231
",0.08072457
17083,"GM12878_B_Lymphocyte_Blood | POLR2A | ID:8093
",0.08068456
12256,"Aorta | H3K9me3 | ID:64832
",0.080613725
15470,"Ewing_sacroma | H3K27me3 | ID:73367
",0.080598526
8893,"H3396_Epithelium_Mammary_Gland | RAC3 | ID:5562
",0.08048934
19868,"H1_Embryonic_Stem_Cell_Embryo | H3K9me3 | ID:928
",0.08047602
14758,"Fibroblast_Skin | H3K27me3 | ID:71313
",0.080450125
17654,"HUES64_Embryonic_Stem_Cell_Embryo | H3K4me3 | ID:8254
",0.080426484
21889,"Th2 | DNase | ENCODE
",0.0803693
1016,"Epithelium_Lung | H3K36me3 | ID:33772
",0.08032891
16520,"293T | ZNF304 | ID:77140
",0.08032461
17655,"SKBR-3_Breast | H3K4me3 | ID:82540
",0.08027232
11587,"K562_Erythroblast_Bone_Marrow | MCM7 | ID:63846
",0.08024909
11880,"MCF-7_Epithelium_Breast | RAD21 | ID:64284
",0.080242425
17207,"MRC5_Fibroblast_Lung | H3K4me3 | ID:81379
",0.08023171
6857,"MCF-7_Epithelium_Breast | ESR1 | ID:49611
",0.08011896
21390,"K562 | Pol2-4H8 | ENCODE
",0.08010513
4972,"Monocyte_Blood | H2AZ | ID:45441
",0.080077745
19646,"SH-EP | POLR2A | ID:88566
",0.08001221
18397,"Kasumi-1_Myeloblast_Blood | RUNX1 | ID:8478
",0.07997416
1398,"Myoblast_Skeletal_Muscle | H3K9ac | ID:35459
",0.079970434
13927,"C4-2B_Epithelium_Prostate | H3K4me3 | ID:68395
",0.07992122
8979,"HEK293_Epithelium_Embryonic_Kidney | POLR2A | ID:55800
",0.07989395
8248,"MCF-7_Epithelium_Breast | EP300 | ID:53999
",0.07989307
13830,"MCF-10A_Epithelium | H3K4me3 | ID:68131
",0.07984008
13990,"FFPE | H3K36me3 | ID:68562
",0.07982071
9338,"HeLa_Epithelium_Cervix | GTF2B | ID:56958
",0.07979419
14695,"T_C28a2_Chondrocyte | H3K36me2 | ID:71130
",0.07970338
7143,"LNCaP_Epithelium_Prostate | CTBP2 | ID:50249
",0.079678
21165,"HUES6_Cell_Line | H3K36me3 | Roadmap
",0.0796625
2377,"LoVo_Colon | DLX1 | ID:38719
",0.07954204
16972,"AML_cell | DNase | ID:80490
",0.079339184
12515,"HEK293_Epithelium_Embryonic_Kidney | ZNF331 | ID:65193
",0.07933414
585,"Proerythroblast_Bone_Marrow | CTCF | ID:3050
",0.07929627
19774,"J-Lat_A72 | POLR2A | ID:88922
",0.07919396
19727,"HepG2_Epithelium_Liver | INO80 | ID:88796
",0.07915242
10172,"MCF-7_Epithelium_Breast | ESR1 | ID:59375
",0.07912629
7824,"Melanoma_Cell | H3K27me3 | ID:52390
",0.07912244
8434,"MCF-7_Epithelium_Breast | ESR1 | ID:54645
",0.07909115
14395,"HT29_colorectal_adenocarcinoma | NR1H2 | ID:69803
",0.07908365
3841,"GM2630_Lymphoblastoid_Blood | H3K27me3 | ID:42558
",0.07908259
9344,"HeLa_Epithelium_Cervix | POLR2A | ID:56968
",0.07888956
21303,"K562 | CHD1 | ENCODE
",0.07887906
15704,"MCF-7_Breast | GATA3 | ID:74148
",0.07877258
18565,"H1_Embryonic_Stem_Cell_Embryo | H2BK20ac | ID:852
",0.07875797
4505,"Fibroblast_Umbilical_Vein | DNase | ID:44895
",0.07864605
14607,"BJAB_B_Lymphocyte | SUPT5H | ID:70927
",0.07860699
6951,"SK-N-MC_Brain | FLI1 | ID:49856
",0.07850104
15534,"SUM159PT_Mammary_carcinoma_cell_Breast | H3K4me1 | ID:73531
",0.078491226
20956,"HeLa-S3 | Znf143 | ENCODE
",0.07849041
21022,"HepG2 | Pol2-4H8 | ENCODE
",0.07848547
15950,"T47D_Breast | KMT2D | ID:74823
",0.07843084
8423,"MCF-7_Epithelium_Breast | NCAPG | ID:54632
",0.078417994
18982,"MB468_Breast | H4K8ac | ID:86409
",0.07840038
10792,"HepG2_Epithelium_Liver | PLRG1 | ID:62557
",0.07839685
16806,"T_Lymphocyte | ATAC-seq | ID:79331
",0.078382164
2961,"Fetal_Skin_Biceps_Right | DNase | ID:40722
",0.0783483
12077,"K562_Erythroblast_Bone_Marrow | RNF2 | ID:64583
",0.07833034
21729,"Penis_Foreskin_Melanocyte_Primary_Cells_skin01 | H3K27me3 | Roadmap
",0.07832613
1692,"T_Lymphocyte_Blood | H3K27me3 | ID:36423
",0.07830349
21881,"T-47D | DNase | ENCODE
",0.078179605
12504,"H1_Embryonic_Stem_Cell_Embryo | H3K9me3 | ID:6518
",0.078166775
1052,"Plasma_Cell | BRD4 | ID:33904
",0.07803898
2582,"MCF-7_Epithelium_Breast | FOXM1 | ID:39443
",0.077884465
18267,"TIME_Fibroblast | POLR2A | ID:84399
",0.07786252
19848,"HeLa_Epithelium_Cervix | GABPA | ID:9212
",0.07786049
6725,"293T-Rex | SCML2 | ID:49266
",0.07783534
19860,"H1_Embryonic_Stem_Cell_Embryo | H3K9me3 | ID:924
",0.07770073
18107,"K562_Leukemia | SIRT1 | ID:83889
",0.07760199
219,"IMR90_Fibroblast_Lung | H2BK120ac | ID:1805
",0.077559024
5844,"MCF-7_Epithelium_Breast | SIN3A | ID:46327
",0.07755465
20917,"HeLa-S3 | ELK1 | ENCODE
",0.07750946
16311,"HEK293_Epithelium_Embryonic_Kidney | POLR2A | ID:76218
",0.07745852
13811,"U2OS_Bone | ARNTL | ID:68104
",0.077439055
3760,"GM19239_Lymphoblastoid_Blood | H3K36me3 | ID:42472
",0.07739585
10545,"HCT-116_Colon | H3K27ac | ID:62110
",0.07731036
10673,"Cortex_Cerebellum | DNase | ID:62378
",0.07727408
11531,"Neural_Progenitor_Cell | H3K79me2 | ID:63769
",0.077261776
4811,"H7_Embryonic_Stem_Cell_Embryo | H3K36me3 | ID:45259
",0.07723
1216,"IMR90_Fibroblast_Lung | H3K4me3 | ID:34671
",0.077223405
16430,"Fibroblast_Fetal_Lung | NEUROG2 | ID:76819
",0.07721592
6679,"Macrophage_Blood | H3K27ac | ID:49058
",0.07717144
12742,"T_Lymphocyte | ATAC-seq | ID:65947
",0.07701557
14694,"T_C28a2_Chondrocyte | H3K36me3 | ID:71129
",0.07695262
19150,"Detroit_562_Detroit_562_cells | RELA | ID:86943
",0.076913096
8197,"HEK293A | MEF2B | ID:53877
",0.07690758
6016,"Cortex_Brain | H3K27ac | ID:47233
",0.076882824
8403,"JJN-3 | H3K4me3 | ID:54569
",0.076866046
1506,"LNCaP_Epithelium_Prostate | AR | ID:35775
",0.07682109
18108,"NCCIT_Embryo | H3K79me2 | ID:8390
",0.076776735
9601,"K562_Erythroblast_Bone_Marrow | H3K4me3 | ID:57490
",0.07673251
4617,"HRE_Epithelium | DNase | ID:45005
",0.0767295
1304,"H1_Embryonic_Stem_Cell_Embryo | POLR2A | ID:35269
",0.07670279
20593,"GM15510 (TNFa) | NFKB | ENCODE
",0.076682076
18018,"iPSC | H3K36me3 | ID:8361
",0.07666482
2888,"GM18507_Lymphoblastoid_Blood | DNase | ID:40571
",0.07658776
9639,"K562_Erythroblast_Bone_Marrow | H3K4me3 | ID:57536
",0.0765583
20738,"H1-hESC | GTF2F1 | ENCODE
",0.076543
5462,"K562_Erythroblast_Bone_Marrow | E2F4 | ID:45951
",0.07654071
6835,"HCT-116_Colon | H3K27ac | ID:49530
",0.07650555
7326,"Calu-3_Epithelium_Lung | H3K27ac | ID:50823
",0.07644668
3278,"HeLa_Epithelium_Cervix | CENPA | ID:41255
",0.076432884
20712,"H1-hESC | ATF2 | ENCODE
",0.07642714
15166,"SH-SY5Y | H3K4me3 | ID:72333
",0.07642666
7274,"Ramos_B_Lymphocyte | H3K4me3 | ID:50551
",0.07641871
14997,"KARPAS-422_B_cell_lymphoma | H3K27me3 | ID:71974
",0.0763343
18654,"HCT-116_HCT116 | H3K4me3 | ID:85447
",0.07631264
11541,"H9_Embryonic_Stem_Cell_Embryo | H2AK5ac | ID:6378
",0.07627484
3012,"Hepatocyte_Liver | DNase | ID:40770
",0.07627324
4733,"BJ_Fibroblast_Skin | H3K4me3 | ID:45174
",0.076191686
14397,"HT29_colorectal_adenocarcinoma | NR1H2 | ID:69805
",0.07615564
10027,"T_Lymphocyte_Blood | H3K4me3 | ID:58708
",0.07612703
4969,"Monocyte_Blood | H3K9me3 | ID:45438
",0.07610318
3638,"GM12892_Lymphoblastoid_Blood | H3K36me3 | ID:42342
",0.07608858
2518,"Epithelium_Colon | H3K27ac | ID:39164
",0.07602469
19821,"H1_Embryonic_Stem_Cell_Embryo | H3K4me3 | ID:902
",0.07599916
12846,"WM989_melanoma | ATAC-seq | ID:66054
",0.07599768
21174,"HUVEC | c-Myc | ENCODE
",0.07596561
14287,"A375_Melanoma_Cell | MED1 | ID:69517
",0.07592151
19350,"Clear_cell_renal_cell_carcinoma_tumor | H3K27ac | ID:87578
",0.07591773
12732,"T_Lymphocyte | ATAC-seq | ID:65937
",0.07589114
12203,"Stem_cell | H3K4me1 | ID:64764
",0.075874425
16116,"HeLa | ZBTB48 | ID:75284
",0.07586099
13889,"LNCaP_Epithelium_Prostate | POU2F1 | ID:68236
",0.075844936
20923,"HeLa-S3 | Ini1 | ENCODE
",0.07583271
20269,"Duodenum_Smooth_Muscle | H3K36me3 | Roadmap
",0.07574803
6762,"SF8628_Pons | H3K27me3 | ID:49322
",0.07569646
20121,"CD34_Primary_Cells | H3K36me3 | Roadmap
",0.075687796
17747,"PrEC_Epithelium_Prostate | H3K9K14ac | ID:82800
",0.07551852
6760,"SF8628_Pons | H3K27me3 | ID:49320
",0.075474046
11859,"HEK293_Epithelium_Embryonic_Kidney | ZNF610 | ID:64255
",0.075383395
19528,"SK-N-MC_Brain | SMARCA2 | ID:88138
",0.07536164
10135,"Epithelium | NRF1 | ID:58937
",0.07535149
11021,"A549_Epithelium_Lung | CEBPB | ID:62938
",0.075347975
3975,"HEK293T_Epithelium_Embryonic_Kidney | H4ac | ID:43068
",0.07534571
13166,"Fibroblast_Fetal_Lung | H3K27ac | ID:66462
",0.07532588
3723,"GM19193_Lymphoblastoid_Blood | H3K27me3 | ID:42433
",0.07532274
18100,"SHEP-21N_Neuroblastoma_cell_Bone_Marrow | POLR2A | ID:83836
",0.07528244
15359,"Cardiomyocyte | H3K36me3 | ID:72936
",0.07527695
7283,"Ramos_B_Lymphocyte | H3K4me3 | ID:50560
",0.07523389
12895,"Monocyte | ATAC-seq | ID:66108
",0.075195484
20709,"H1_Derived_Neuronal_Progenitor_Cultured_Cells | H3K9me3 | Roadmap
",0.07515485
6381,"HEK293_Epithelium_Embryonic_Kidney | AR | ID:48088
",0.075106576
15276,"Endothelial_Cell_Umbilical_Vein | BRD4 | ID:72630
",0.075098574
21805,"Right_Ventricle | H3K4me3 | Roadmap
",0.07506499
8873,"B_Lymphocyte | MEF2B | ID:55563
",0.07502739
18414,"MB231_Breast | H3K9me3 | ID:84813
",0.074977756
18300,"K562_Erythroblast_Bone_Marrow | H3K27ac | ID:84532
",0.07495159
4162,"SW480_Colon | CDK8 | ID:43642
",0.0749045
12648,"MCF-7_Epithelium_Breast | CTCF | ID:6574
",0.07488855
10140,"Raji_B_Lymphocyte_Blood | POLR2A | ID:58944
",0.07488795
1582,"IMR90_Fibroblast_Lung | H3K4me3 | ID:36123
",0.074885525
12748,"T_Lymphocyte | ATAC-seq | ID:65953
",0.07485968
9592,"K562_Erythroblast_Bone_Marrow | H3K27me3 | ID:57480
",0.07478925
18265,"TIME_Fibroblast | POLR2A | ID:84396
",0.074769326
2066,"Endothelial_Cell_Umbilical_Vein | EP300 | ID:37924
",0.07475258
3681,"GM18526_Lymphoblastoid_Blood | H3K27me3 | ID:42388
",0.07474584
2611,"Adipocyte_Adipose | H3K9ac | ID:3969
",0.074708074
5452,"K562_Erythroblast_Bone_Marrow | USF2 | ID:45941
",0.07469497
19855,"H1_Embryonic_Stem_Cell_Embryo | H3K9me3 | ID:923
",0.074669994
8843,"Myeloid_Cell | RUNX1 | ID:55492
",0.07463662
6838,"HCT-116_Colon | POLR2A | ID:49533
",0.074524306
4613,"Fibroblast_Lung | DNase | ID:45001
",0.07450964
1102,"Jurkat_E6-1_T_Lymphocyte_Blood | H3K27me3 | ID:34269
",0.07446783
21241,"iPS-15b_Cell_Line | H3K36me3 | Roadmap
",0.074421935
10578,"ZR-75-30_Epithelium_Mammary_Gland | H3K27ac | ID:62195
",0.07437988
4258,"Haematopoietic_Progenitor_Cell_Cord_blood | MEIS1 | ID:4400
",0.07436088
6641,"HeLa_Epithelium_Cervix | AFF4 | ID:48999
",0.07434854
20844,"H9_Derived_Neuron_Cultured_Cells | H3K27me3 | Roadmap
",0.07430936
15888,"K562_Erythroblast_Bone_Marrow | ZMYM3 | ID:74654
",0.074274346
19758,"SCC9_squamous_cell_carcinoma | CHD4 | ID:88896
",0.07422075
13946,"FFPE | H3K4me2 | ID:68515
",0.07421268
9598,"K562_Erythroblast_Bone_Marrow | H3K4me3 | ID:57487
",0.07413586
17251,"AGS_Epithelium_Stomach | H3K27ac | ID:81493
",0.074134745
9063,"MCF-7_Epithelium_Breast | RAD21 | ID:56056
",0.074108936
19667,"IMEC_Epithelium_Breast | H3K4me1 | ID:88608
",0.07410581
11381,"MCF-7_Epithelium_Breast | GATA3 | ID:63545
",0.07408492
9858,"LNCaP-abl_Epithelium_Prostate | POLR2A | ID:58355
",0.07408479
6000,"Cortex_Brain | H3K27ac | ID:47206
",0.07407378
151,"HepG2_Epithelium_Liver | NR2C2 | ID:1463
",0.07406258
21443,"K562 | YY1 | ENCODE | 2
",0.07402559
20469,"GM12875 | CTCF | ENCODE
",0.07401063
13992,"FFPE | H3K4me2 | ID:68565
",0.074003994
13576,"SW480_Epithelium_Colon | BRD4 | ID:67535
",0.07395965
6992,"Neural_Progenitor_Cell | H3K27me3 | ID:49928
",0.07395299
13692,"T47D | BRD4 | ID:67793
",0.07394076
21255,"iPS-20b_Cell_Line | H3K36me3 | Roadmap
",0.073922694
17306,"ID00015_Lymphoblastoid | CTCF | ID:81660
",0.073904544
13958,"FFPE | H3K4me2 | ID:68528
",0.07388954
15706,"MCF-7_Breast | NR3C1 | ID:74151
",0.073887244
2590,"MR4_Promyelocytic_cell_Bone_Marrow | H3K9ac, H3K14ac | ID:3950
",0.07382494
1791,"Monocyte_Blood | H3K4me3 | ID:36661
",0.07377283
11679,"K562_Erythroblast_Bone_Marrow | ZNF512 | ID:63977
",0.07374347
15530,"HCC1806_Mammary_carcinoma_cell_Breast | BRD4 | ID:73527
",0.07374189
18843,"Muscle | POLR2A | ID:85936
",0.07374174
10630,"SHEP-21N_Neuroblastoma_cell_Bone_Marrow | H3K27ac | ID:62332
",0.07363541
6995,"Neural_Progenitor_Cell | H3K27ac | ID:49932
",0.073582575
11226,"HEK293_Epithelium_Embryonic_Kidney | OSR2 | ID:63285
",0.07357377
21302,"K562 | c-Fos | ENCODE
",0.07355101
19294,"K562_Erythroblast_Bone_Marrow | H2A1 | ID:8741
",0.07354377
2905,"GM18522_Lymphoblastoid_Blood | DNase | ID:40589
",0.07342264
24,"H9_Embryonic_Stem_Cell_Embryo | H3K4me1 | ID:1039
",0.07324382
7154,"LNCaP_Epithelium_Prostate | H3K4me3 | ID:50267
",0.07323028
13526,"SK-N-SH_Neuroblastoma_cell_Brain | RARA | ID:67427
",0.073218085
11676,"HepG2_Epithelium_Liver | GATA4 | ID:63974
",0.07315703
21186,"HUVEC | Pol2 | ENCODE | 2
",0.07309289
5596,"ECC-1_Epithelium_Endometrium | EGR1 | ID:46086
",0.07299482
19227,"PAR_Astrocyte | H3K27me3 | ID:87199
",0.07295246
19266,"Osteoblast | H2Bub1 | ID:87322
",0.07294202
13840,"MCF-7_Epithelium | H2Bub | ID:68171
",0.07289106
6019,"Cortex_Brain | H3K27ac | ID:47236
",0.07288694
3984,"HEK293T_Epithelium_Embryonic_Kidney | POLR2A | ID:43079
",0.07287811
4497,"AG04450_Fibroblast_Fetal_Lung | DNase | ID:44886
",0.07283571
8892,"H3396_Epithelium_Mammary_Gland | POLR2A | ID:5561
",0.07281825
13672,"LNCaP_Epithelium_Prostate | AR | ID:67753
",0.07279838
15732,"SF8628_Pontine | POLR2A | ID:74217
",0.072780415
11203,"A549_Epithelium_Lung | CEBPB | ID:63232
",0.0727499
15222,"Th2 | POLR2A | ID:72417
",0.07270555
16417,"BJAB | MGEA5 | ID:76709
",0.07269751
695,"Fetal_Brain | DNase | ID:3191
",0.07268221
21561,"Neurosphere_Cultured_Cells_Ganglionic_Eminence_Derived | H3K4me3 | Roadmap
",0.07266036
21151,"HUES48_Cell_Line | H3K36me3 | Roadmap
",0.0726127
4106,"Embryonic_Stem_Cell_Embryo | H3K4me3 | ID:43392
",0.07260027
21395,"K562 (IFNg6h) | Pol2 | ENCODE
",0.072572716
3292,"IMR90_Fibroblast_Lung | POLR2A | ID:41282
",0.07255586
19919,"A549 | CTCF | ENCODE | 1
",0.07251893
6610,"H1_Embryonic_Stem_Cell_Embryo | H3K9me3 | ID:48924
",0.072518766
17144,"NHEK_Keratinocyte_Skin | MYC | ID:8122
",0.07248359
21554,"Neurosphere_Cultured_Cells_Cortex_Derived | H3K36me3 | Roadmap
",0.072479285
4148,"Fibroblast_Foreskin | CBX8 | ID:43569
",0.072467595
3260,"Epithelium_Mammary_Gland | H3K4me3 | ID:41148
",0.072459824
14223,"Monocyte_Umbilical_Cord | H3K4me3 | ID:69185
",0.07245143
5140,"GM12878_B_Lymphocyte_Blood | E2F4 | ID:45617
",0.07241742
21397,"K562 | Pol2 | ENCODE | 1
",0.07235418
20540,"GM12878 | Pol2(phosphoS2) | ENCODE
",0.07235054
358,"K562_Erythroblast_Bone_Marrow | ZNF263 | ID:2157
",0.07233162
14693,"T_C28a2_Chondrocyte | H3K36me3 | ID:71128
",0.07230229
12349,"IMR90_Fibroblast_Lung | BHLHE40 | ID:64945
",0.0722428
4555,"Smooth_Muscle_Cell_Umbilical_Vein | DNase | ID:44943
",0.07224104
11775,"K562_Erythroblast_Bone_Marrow | SMARCA4 | ID:64112
",0.0721792
17195,"HCT-116_HCT116 | H3K27ac | ID:81343
",0.07217773
20725,"H1-hESC | CTCF | ENCODE
",0.07216398
19773,"J-Lat_A72 | POLR2A | ID:88921
",0.07211587
18882,"ZNF532-NUT_24335_NMC | EP300 | ID:86023
",0.07210289
13838,"MCF-7_Epithelium | H2Bub | ID:68167
",0.07209099
518,"T98G_Brain | EP300 | ID:2752
",0.07204042
6018,"Cortex_Brain | H3K27ac | ID:47235
",0.07202099
6627,"A3.01_T_Lymphocyte_Blood | H3K9ac | ID:48985
",0.07200561
19893,"Endothelial_Cell_Umbilical_Vein | HIF1A | ID:9496
",0.07200548
3639,"GM12892_Lymphoblastoid_Blood | H3K36me3 | ID:42343
",0.07199645
13405,"T_Lymphocyte_Blood | H3K4me3 | ID:6696
",0.0719963
8960,"Blood | H3K4me3 | ID:55749
",0.071994066
5269,"HeLa-S3_Epithelium_Cervix | E2F1 | ID:45750
",0.071981825
3246,"Epithelium_Mammary_Gland | H3K27me3 | ID:41132
",0.07193662
3993,"MM1.S_B_Lymphocyte_Blood | H3K27me3 | ID:43093
",0.07192456
8371,"EWS502_Small_Round_Tumor_Cell | H3K27me3 | ID:5448
",0.071881734
11994,"PC-9_Lung_Cancer_Cell_Lung | H3K27ac | ID:64451
",0.07185272
11544,"HepG2_Epithelium_Liver | RNF2 | ID:63791
",0.07183996
1777,"Epithelium_Mammary_Gland | H3K4me3 | ID:36635
",0.07183223
6495,"MCF-7_Epithelium_Breast | H2Bub1 | ID:48465
",0.07182291
16816,"BJ_Fibroblast_Skin | ATAC-seq | ID:79402
",0.07180898
12900,"Monocyte | ATAC-seq | ID:66113
",0.07180474
10477,"SW480_Colon | H3K27ac | ID:61969
",0.07179596
4398,"MCF-7_Epithelium_Breast | GATA3 | ID:44395
",0.07179309
18568,"K562_Leukemia | H3K9me3 | ID:85221
",0.071677744
11116,"A549_Epithelium_Lung | H3K27ac | ID:63085
",0.07164479
19552,"HCT-116_Epithelium_HCT116 | H3K18cr | ID:88253
",0.07163858
12767,"T_Lymphocyte | ATAC-seq | ID:65973
",0.07158799
4065,"iPS_C1_iPSC | H3K9me3 | ID:43329
",0.07157846
1535,"T47D-MTVL_Epithelium_Mammary_Gland | POLR2A | ID:35938
",0.071570486
3286,"IMR90_Fibroblast_Lung | H3K27ac | ID:41276
",0.07152926
9340,"HeLa_Epithelium_Cervix | GTF2B | ID:56961
",0.07140484
17908,"UACC812_Breast | H3K4me1 | ID:83237
",0.07140038
17944,"Breast | ESR1 | ID:83328
",0.07139004
1603,"Epithelium_Fetal_Placenta | H3K4me1 | ID:36154
",0.07137473
2008,"LCL_Lymphoblastoid_Blood | H3K4me3 | ID:3756
",0.07137109
4919,"K562_Erythroblast_Bone_Marrow | H3K36me3 | ID:45383
",0.071368255
3277,"HeLa_Epithelium_Cervix | CENPA | ID:41254
",0.071356066
20718,"H1-hESC | CHD1 | ENCODE
",0.0713428
18611,"SKNO-1_AML_cell | H3K27me3 | ID:85357
",0.07128505
7721,"Erythroblast_Blood | H3ac | ID:52078
",0.07127665
1810,"HeLa-S3_Epithelium_Cervix | ZNF143 | ID:36771
",0.071264416
11312,"HEK293_Epithelium_Embryonic_Kidney | ZFP69B | ID:63424
",0.07122754
4043,"HUG1N_Stomach | GATA6 | ID:43163
",0.071214356
15361,"Cardiomyocyte | H3K4me3 | ID:72938
",0.071175836
15795,"MCF-7_Breast | ESR1 | ID:74396
",0.07114398
20702,"H1_Derived_Neuronal_Progenitor_Cultured_Cells | H3K36me3 | Roadmap
",0.0711209
19282,"M.M._Fibroblast | FOXA2 | ID:87392
",0.07112072
19349,"Kidney | H3K27ac | ID:87577
",0.07111606
21282,"iPS | DNase | ENCODE
",0.07105071
9065,"MCF-7_Epithelium_Breast | RAD21 | ID:56058
",0.07104309
18325,"Clear_cell_renal_cell_carcinoma_tumor | H3K27ac | ID:84588
",0.071040854
5508,"MCF-10A_Epithelium_Breast | POLR2A | ID:45998
",0.07099754
18002,"iPSC | H3K9me3 | ID:8357
",0.07096181
2600,"LS180_Epithelium_Colon | CREBBP | ID:39654
",0.07084688
8864,"B_Lymphocyte | BACH2 | ID:55549
",0.070845164
1285,"Left_Ventricle | H3K4me3 | ID:35202
",0.07082347
13798,"C4-2_Prostate | POLR2A | ID:68082
",0.07080667
9393,"Brain | H3K4me1 | ID:57063
",0.070797674
775,"H1_Embryonic_Stem_Cell_Embryo | H3K9me3 | ID:32955
",0.07075785
21733,"Penis_Foreskin_Melanocyte_Primary_Cells_skin01 | H3K9me3 | Roadmap
",0.070752084
1254,"CD14_cell | H2AZ | ID:35099
",0.0707404
3609,"GM12890_Lymphoblastoid_Blood | STAG1 | ID:42312
",0.070737466
15797,"MCF-7_Breast | ESR1 | ID:74398
",0.070721455
10194,"Fetal_Brain | H3K27me3 | ID:59488
",0.07071823
10300,"Neural_crest_cell_Cranial | ATAC-seq | ID:61494
",0.070699744
12416,"HEK293_Epithelium_Embryonic_Kidney | ZNF467 | ID:65062
",0.0706926
78,"HeLa-S3_Epithelium_Cervix | ELK1 | ID:1213
",0.07069157
14757,"Fibroblast_Skin | H3K27me3 | ID:71312
",0.07061943
17317,"ZR-75-1_Breast | H3K27me3 | ID:81673
",0.070618816
6581,"P493-6_B_cell_lymphoma | H3K27ac | ID:48782
",0.07057168
9253,"LHSAR_Epithelium_Prostate | AR | ID:56669
",0.070539586
5638,"GM12878_B_Lymphocyte_Blood | RXRA | ID:46125
",0.070499055
8113,"OCI-Ly1_B_cell_lymphoma_Bone_Marrow | H3K4me3 | ID:53626
",0.07047011
17770,"Breast | ESR1 | ID:82848
",0.07043454
14038,"IMR90_fibrobasts | BRD4 | ID:68714
",0.070429355
20657,"H1_BMP4_Derived_Trophoblast_Cultured_Cells | H3K9ac | Roadmap
",0.07036728
6217,"Jurkat_T_Lymphocyte_Blood | REST | ID:47861
",0.07034885
4834,"HeLa-S3_Epithelium_Cervix | H3K27me3 | ID:45284
",0.070347026
7662,"Epithelium | H3K4me3 | ID:51791
",0.070291616
18234,"Clear_cell_renal_cell_carcinoma_tumor | H3K27ac | ID:84301
",0.07028953
7837,"Coronary_artery_smooth_muscle | TCF21 | ID:52496
",0.07024176
